Tick,Throttle,Speed,Current,Voltage
136825,0, 0, 193, 52425
136917,0, 0, 193, 52425
136967,0, 0, 193, 52426
137102,0, 0, 193, 52426
137152,0, 0, 193, 52426
137202,0, 0, 193, 52426
137252,0, 0, 193, 52426
137302,0, 0, 193, 52426
137352,0, 0, 193, 52426
137402,0, 0, 193, 52426
137452,0, 0, 193, 52426
137502,0, 0, 193, 52426
137552,0, 0, 192, 52426
137602,0, 0, 192, 52426
137652,0, 0, 192, 52426
137702,0, 0, 192, 52426
137752,0, 0, 192, 52426
137802,0, 0, 192, 52426
137852,0, 0, 192, 52426
137902,0, 0, 192, 52426
137952,0, 0, 193, 52426
138002,0, 0, 193, 52426
138094,0, 0, 193, 52426
138229,0, 0, 193, 52426
138279,0, 0, 193, 52426
138329,0, 0, 193, 52426
138379,0, 0, 194, 52426
138429,0, 0, 194, 52426
138479,0, 0, 194, 52426
138529,0, 0, 194, 52426
138579,0, 0, 194, 52426
138629,0, 0, 194, 52426
138679,0, 0, 194, 52426
138729,0, 0, 194, 52426
138779,0, 0, 194, 52426
138829,0, 0, 194, 52426
138879,0, 0, 194, 52426
138929,0, 0, 194, 52426
138979,0, 0, 194, 52426
139029,0, 0, 194, 52426
139079,0, 0, 194, 52426
139129,0, 0, 194, 52426
139179,0, 0, 191, 52426
139357,0, 0, 191, 52426
139407,0, 0, 191, 52427
139457,0, 0, 191, 52427
139507,0, 0, 191, 52427
139557,0, 0, 191, 52427
139607,0, 0, 194, 52427
139657,0, 0, 194, 52427
139707,0, 0, 194, 52427
139757,0, 0, 194, 52427
139807,0, 0, 194, 52427
139857,0, 0, 194, 52427
139907,0, 0, 194, 52427
139957,0, 0, 194, 52427
140007,0, 0, 192, 52427
140057,0, 0, 192, 52427
140107,0, 0, 192, 52427
140157,0, 0, 192, 52427
140207,0, 0, 192, 52427
140257,0, 0, 192, 52427
140307,0, 0, 192, 52427
140443,0, 0, 193, 52427
140493,0, 0, 193, 52427
